tech company,employer provided healthcare with mental benefits,employer provided mental healthcare awareness,current mental health disorder,mental health diagnosis,family history of mental illness,discussed personal mental health with employer,anonymity protected when using benefits,ease of asking for leave,comfortable discussing a mental health issue with direct supervisor(s),comfortable discussing a mental health issue with coworkers,Number of employees,how well do you think the tech industry supports employees with mental health issues,observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace,Age,Gender,Country of residence,Race,year
0.0,I don't know,Yes,Possibly,,No,0.0,Yes,I don't know,Yes,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I observed",25.0,Male,United Kingdom,,2017
1.0,Not eligible for coverage / NA,Yes,No,,I don't know,0.0,Yes,Somewhat difficult,No,No,100-500,2.0,Maybe/Not sure,"Yes, I experienced",40.0,male,United States of America,White,2017
1.0,Yes,Yes,No,,I don't know,0.0,Yes,Very easy,Yes,Maybe,6-25,1.0,"Yes, I observed",Maybe/Not sure,31.0,Male,Canada,,2017
1.0,Yes,No,Possibly,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,26-100,2.0,Maybe/Not sure,Maybe/Not sure,49.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Very easy,No,Maybe,26-100,2.0,No,No,30.0,Male,Netherlands,,2017
0.0,I don't know,No,Don't Know,,No,0.0,I don't know,I don't know,Maybe,Maybe,100-500,3.0,No,Maybe/Not sure,35.0,Male,United States of America,More than one of the above,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Yes,Yes,100-500,2.0,"Yes, I observed",Maybe/Not sure,46.0,Male,United States of America,White,2017
1.0,I don't know,Yes,Possibly,,Yes,0.0,Yes,Neither easy nor difficult,Yes,Maybe,100-500,3.0,No,No,29.0,Female,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Very easy,No,No,26-100,4.0,No,"Yes, I observed",22.0,Male,United States of America,White,2017
1.0,Yes,,Yes,Yes,Yes,0.0,Yes,Very easy,Maybe,Yes,100-500,2.0,Maybe/Not sure,"Yes, I observed",50.0,female,United States of America,White,2017
1.0,I don't know,No,Possibly,,No,0.0,I don't know,Very easy,Yes,Yes,6-25,2.0,No,No,39.0,male,United States of America,,2017
0.0,No,No,Yes,Yes,No,1.0,I don't know,Neither easy nor difficult,Maybe,Maybe,6-25,3.0,Maybe/Not sure,Maybe/Not sure,40.0,Male,United Kingdom,,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,I don't know,Maybe,Maybe,100-500,3.0,No,Maybe/Not sure,31.0,Male,United States of America,White,2017
,,,Yes,Yes,No,,,,,,,2.0,No,"Yes, I observed",38.0,Male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,No,No,More than 1000,1.0,"Yes, I experienced",No,45.0,Male,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,No,Maybe,100-500,3.0,Maybe/Not sure,"Yes, I observed",31.0,Female,United States of America,White,2017
1.0,Yes,Yes,Don't Know,,No,0.0,Yes,Very easy,Yes,Maybe,100-500,3.0,No,No,25.0,f,United States of America,,2017
0.0,I don't know,Yes,Yes,Yes,Yes,0.0,Yes,I don't know,No,Maybe,500-1000,2.0,No,No,28.0,Female,United States of America,White,2017
1.0,Yes,No,Possibly,,No,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,No,37.0,Male,United Kingdom,,2017
1.0,No,,Possibly,,No,0.0,No,Neither easy nor difficult,Maybe,Maybe,1-5,4.0,No,Maybe/Not sure,54.0,M,United States of America,I prefer not to answer,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,I don't know,No,No,More than 1000,2.0,No,No,45.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,I don't know,Yes,Yes,500-1000,3.0,No,No,36.0,Male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,I don't know,0.0,Yes,Somewhat difficult,Maybe,Maybe,More than 1000,3.0,Maybe/Not sure,"Yes, I experienced",34.0,Female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,Yes,Very easy,Maybe,Maybe,100-500,3.0,No,No,28.0,Male,United States of America,White,2017
0.0,Yes,Yes,Possibly,,I don't know,0.0,Yes,Somewhat easy,Yes,Maybe,More than 1000,3.0,No,"Yes, I experienced",32.0,Male,United States of America,White,2017
,,,No,,No,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,40.0,male,Netherlands,,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Difficult,Maybe,Maybe,500-1000,2.0,"Yes, I observed",Maybe/Not sure,52.0,Female (cis) ,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat difficult,Yes,Maybe,26-100,3.0,No,No,33.0,Male,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,2.0,Maybe/Not sure,"Yes, I experienced",41.0,Female,United States of America,More than one of the above,2017
1.0,Yes,No,No,,No,0.0,Yes,Somewhat easy,Maybe,Maybe,100-500,3.0,No,"Yes, I observed",25.0,Female,United States of America,White,2017
,,,Yes,Yes,No,,,,,,,1.0,"Yes, I experienced",No,33.0,Woman-identified,Canada,,2017
1.0,Yes,Yes,No,,No,0.0,Yes,Neither easy nor difficult,Yes,Yes,26-100,3.0,"Yes, I observed","Yes, I observed",36.0,Contextual,United States of America,White,2017
,,,Yes,Yes,Yes,,,,,,,1.0,No,"Yes, I experienced",40.0,male,Switzerland,,2017
1.0,Yes,No,No,,Yes,0.0,Yes,Somewhat easy,No,Maybe,100-500,4.0,No,No,23.0,Female,United States of America,White,2017
1.0,No,Yes,No,,No,0.0,I don't know,Somewhat easy,Yes,Yes,6-25,2.0,No,No,37.0,m,Canada,,2017
0.0,Yes,Yes,Possibly,,I don't know,0.0,Yes,I don't know,Yes,Maybe,100-500,3.0,No,"Yes, I experienced",42.0,Male,United States of America,White,2017
0.0,I don't know,No,Yes,Yes,Yes,1.0,I don't know,Difficult,Maybe,Yes,100-500,4.0,"Yes, I experienced",No,35.0,Female,United States of America,White,2017
1.0,Yes,Yes,Possibly,,Yes,1.0,Yes,Somewhat difficult,Yes,Yes,100-500,3.0,No,"Yes, I observed",32.0,Female,United States of America,White,2017
1.0,I don't know,No,Don't Know,,Yes,0.0,Yes,Very easy,Maybe,No,100-500,3.0,No,No,23.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,100-500,4.0,No,No,35.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,No,1.0,Yes,Somewhat easy,Yes,Yes,100-500,3.0,No,No,34.0,female,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,0.0,Yes,Very easy,No,No,100-500,3.0,Maybe/Not sure,No,24.0,female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,100-500,3.0,No,No,38.0,m,United States of America,White,2017
1.0,No,,Yes,Yes,No,1.0,I don't know,Somewhat easy,No,No,100-500,3.0,No,Maybe/Not sure,42.0,Male,United Kingdom,,2017
1.0,Yes,Yes,Don't Know,,I don't know,0.0,Yes,Very easy,Maybe,Maybe,100-500,4.0,"Yes, I observed",Maybe/Not sure,23.0,Female,United States of America,White,2017
1.0,Yes,Yes,Possibly,,I don't know,1.0,I don't know,Very easy,Maybe,Yes,100-500,3.0,No,"Yes, I observed",39.0,,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,No,100-500,3.0,Maybe/Not sure,"Yes, I observed",30.0,Male,United States of America,White,2017
1.0,Yes,Yes,Don't Know,,I don't know,1.0,I don't know,Very easy,Yes,Maybe,100-500,4.0,No,No,35.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,No,0.0,Yes,Somewhat easy,Maybe,No,100-500,1.0,Maybe/Not sure,Maybe/Not sure,29.0,Female,United States of America,White,2017
1.0,Yes,No,No,,I don't know,0.0,I don't know,Somewhat difficult,Yes,Yes,100-500,3.0,No,No,24.0,female,United States of America,White,2017
1.0,Yes,No,Possibly,,Yes,0.0,I don't know,Somewhat easy,No,No,500-1000,1.0,No,No,35.0,m,United States of America,White,2017
1.0,Yes,Yes,Possibly,,I don't know,1.0,Yes,Neither easy nor difficult,Yes,Yes,100-500,1.0,Maybe/Not sure,Maybe/Not sure,30.0,male,United States of America,White,2017
1.0,I don't know,No,No,,No,1.0,Yes,Neither easy nor difficult,Yes,Yes,6-25,3.0,No,No,28.0,F,United States of America,Asian,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Maybe,Yes,100-500,4.0,Maybe/Not sure,"Yes, I experienced",32.0,F,United States of America,White,2017
1.0,Yes,Yes,Possibly,,Yes,0.0,Yes,Very easy,Maybe,Yes,100-500,4.0,No,Maybe/Not sure,34.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,Very easy,Maybe,Yes,26-100,2.0,Maybe/Not sure,Maybe/Not sure,33.0,Male,United States of America,White,2017
1.0,Yes,Yes,No,,No,1.0,I don't know,Somewhat easy,Yes,Yes,100-500,4.0,Maybe/Not sure,"Yes, I observed",32.0,male,United States of America,White,2017
1.0,Yes,No,No,,I don't know,1.0,I don't know,I don't know,Yes,Yes,100-500,3.0,Maybe/Not sure,Maybe/Not sure,27.0,Female,United States of America,Asian,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,No,100-500,4.0,Maybe/Not sure,"Yes, I experienced",23.0,Female,United States of America,White,2017
0.0,Not eligible for coverage / NA,,Yes,Yes,Yes,1.0,Yes,Very easy,Maybe,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I observed",30.0,Male,Netherlands,,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,100-500,5.0,No,"Yes, I observed",24.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,100-500,4.0,Maybe/Not sure,"Yes, I experienced",34.0,Female,United States of America,White,2017
1.0,Yes,Yes,Don't Know,,I don't know,0.0,Yes,Very easy,Maybe,Maybe,100-500,3.0,Maybe/Not sure,Maybe/Not sure,32.0,male,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,Maybe,Maybe,100-500,1.0,Maybe/Not sure,No,41.0,female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,I don't know,No,Maybe,100-500,3.0,Maybe/Not sure,No,37.0,Male,United States of America,White,2017
,,,Possibly,,I don't know,,,,,,,2.0,"Yes, I experienced",Maybe/Not sure,27.0,Male,Czech Republic,,2017
1.0,I don't know,No,No,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Yes,26-100,3.0,Maybe/Not sure,Maybe/Not sure,26.0,Male,United States of America,White,2017
1.0,I don't know,,Possibly,,I don't know,0.0,Yes,Very easy,Yes,Maybe,6-25,1.0,No,Maybe/Not sure,24.0,male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,No,1.0,Yes,Very easy,Yes,Yes,26-100,2.0,Maybe/Not sure,"Yes, I observed",44.0,Male,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,Yes,Somewhat difficult,Maybe,No,More than 1000,2.0,No,No,40.0,Male,Germany,,2017
,,,No,,No,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,42.0,Male,United States of America,White,2017
0.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,I don't know,Maybe,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,27.0,Non binary,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Maybe,Maybe,6-25,3.0,No,No,40.0,M,United States of America,,2017
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,More than 1000,4.0,"Yes, I experienced","Yes, I experienced",38.0,Genderqueer demigirl,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Maybe,500-1000,3.0,Maybe/Not sure,Maybe/Not sure,34.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,I don't know,0.0,I don't know,I don't know,No,Maybe,26-100,3.0,Maybe/Not sure,No,27.0,female,United States of America,White,2017
0.0,Yes,No,Possibly,,No,0.0,I don't know,I don't know,Maybe,No,More than 1000,2.0,No,No,34.0,Male ,United States of America,White,2017
1.0,No,,No,,Yes,0.0,I don't know,Very easy,Maybe,Maybe,26-100,2.0,No,No,26.0,male,United States of America,White,2017
,,,Yes,Yes,Yes,,,,,,,1.0,Maybe/Not sure,No,33.0,Female,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,100-500,3.0,"Yes, I observed","Yes, I experienced",39.0,Male,United States of America,White,2017
0.0,No,,Yes,No,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,100-500,2.0,"Yes, I experienced","Yes, I experienced",33.0,Genderqueer/non-binary,United Kingdom,,2017
0.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,I don't know,No,Maybe,500-1000,3.0,No,"Yes, I experienced",37.0,f,United States of America,White,2017
0.0,I don't know,No,No,,I don't know,0.0,I don't know,Somewhat easy,Maybe,No,26-100,3.0,No,Maybe/Not sure,30.0,Male,United States of America,White,2017
1.0,No,,No,,Yes,0.0,I don't know,Very easy,Maybe,Yes,6-25,2.0,No,No,22.0,Male,United Kingdom,,2017
,,,Yes,Yes,Yes,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,29.0,Male,United States of America,Black or African American,2017
1.0,I don't know,,No,,No,0.0,I don't know,Very easy,Yes,Yes,6-25,3.0,No,Maybe/Not sure,51.0,Female,United States of America,,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,No,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,24.0,Male ,United States of America,White,2017
1.0,Yes,No,Yes,Yes,I don't know,0.0,Yes,Somewhat easy,Maybe,No,More than 1000,2.0,No,Maybe/Not sure,37.0,Male,United States of America,White,2017
0.0,Yes,Yes,No,,No,0.0,Yes,Very easy,Yes,Yes,500-1000,2.0,No,Maybe/Not sure,46.0,M,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,1.0,No,No,43.0,Male,Canada,,2017
0.0,Yes,Yes,Yes,Yes,I don't know,1.0,I don't know,Neither easy nor difficult,Maybe,No,More than 1000,1.0,No,"Yes, I experienced",50.0,M,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,100-500,3.0,"Yes, I observed","Yes, I experienced",30.0,Male,United States of America,White,2017
1.0,I don't know,,No,,Yes,1.0,I don't know,Very easy,Yes,Yes,26-100,2.0,Maybe/Not sure,Maybe/Not sure,27.0,Male,United States of America,White,2017
,,,Don't Know,,No,,,,,,,3.0,No,No,31.0,male,United Kingdom,,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,I don't know,Yes,Yes,More than 1000,3.0,"Yes, I experienced",Maybe/Not sure,32.0,male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,No,6-25,1.0,No,No,34.0,Male,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,1.0,"Yes, I observed",No,49.0,m,United States of America,White,2017
,,,Possibly,,I don't know,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,37.0,m,Canada,,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,500-1000,3.0,No,Maybe/Not sure,35.0,cis-Female,United States of America,White,2017
1.0,Not eligible for coverage / NA,,Yes,Yes,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Yes,100-500,3.0,"Yes, I experienced","Yes, I observed",33.0,Nonbinary,Switzerland,,2017
1.0,No,No,No,,No,1.0,Yes,Neither easy nor difficult,No,Yes,26-100,3.0,No,No,32.0,Male,India,,2017
0.0,Yes,Yes,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,31.0,Male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Neither easy nor difficult,No,No,More than 1000,2.0,"Yes, I observed",Maybe/Not sure,33.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,No,No,More than 1000,1.0,Maybe/Not sure,Maybe/Not sure,40.0,Female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Yes,500-1000,4.0,No,"Yes, I observed",40.0,male,United States of America,White,2017
,,,No,,No,,,,,,,2.0,"Yes, I observed",No,56.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,3.0,"Yes, I experienced","Yes, I experienced",28.0,Nonbinary,United States of America,White,2017
0.0,I don't know,No,No,,I don't know,0.0,I don't know,Difficult,No,No,1-5,3.0,"Yes, I observed",Maybe/Not sure,25.0,Male ,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Yes,6-25,4.0,No,"Yes, I experienced",48.0,Male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Difficult,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,"Yes, I observed",43.0,cis female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,1.0,No,Maybe/Not sure,29.0,Male,United States of America,White,2017
0.0,Not eligible for coverage / NA,,Yes,Yes,I don't know,1.0,I don't know,Neither easy nor difficult,Maybe,Yes,More than 1000,3.0,Maybe/Not sure,"Yes, I experienced",36.0,nonbinary,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Maybe,Maybe,100-500,4.0,Maybe/Not sure,"Yes, I experienced",34.0,Male,United States of America,White,2017
1.0,Not eligible for coverage / NA,Yes,Possibly,,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,26-100,2.0,Maybe/Not sure,Maybe/Not sure,31.0,female,United States of America,White,2017
1.0,Yes,No,No,,No,0.0,I don't know,Somewhat easy,Maybe,Yes,More than 1000,3.0,No,No,33.0,Male ,United Kingdom,,2017
0.0,Yes,Yes,Don't Know,,I don't know,0.0,I don't know,Difficult,No,No,More than 1000,3.0,No,No,49.0,Male,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,2.0,"Yes, I observed",No,38.0,Male,United Kingdom,,2017
1.0,No,No,No,,No,0.0,I don't know,Somewhat difficult,No,No,6-25,4.0,"Yes, I experienced","Yes, I experienced",30.0,Female,Australia,,2017
,,,Yes,No,Yes,,,,,,,1.0,Maybe/Not sure,No,36.0,Male,United Kingdom,,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,Maybe,100-500,1.0,Maybe/Not sure,No,32.0,woman,United States of America,White,2017
,,,Don't Know,,Yes,,,,,,,3.0,No,No,36.0,male,United States of America,White,2017
1.0,Yes,No,Yes,Yes,No,0.0,I don't know,I don't know,No,Maybe,100-500,3.0,Maybe/Not sure,No,40.0,"F, cisgender",United States of America,White,2017
1.0,No,,No,,No,1.0,I don't know,Somewhat easy,Yes,Yes,26-100,3.0,No,"Yes, I experienced",28.0,Male,United Kingdom,,2017
1.0,No,No,Possibly,,No,0.0,I don't know,Difficult,No,No,More than 1000,3.0,No,No,21.0,Female,India,,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Yes,500-1000,1.0,Maybe/Not sure,"Yes, I observed",46.0,Male,United States of America,White,2017
1.0,Not eligible for coverage / NA,,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,6-25,3.0,No,No,20.0,male,Germany,,2017
0.0,Yes,Yes,Yes,Yes,I don't know,1.0,I don't know,Very easy,Yes,Maybe,More than 1000,2.0,"Yes, I experienced",Maybe/Not sure,30.0,Male,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,I don't know,Somewhat easy,Yes,Maybe,100-500,2.0,No,No,44.0,female,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,34.0,Male,United Kingdom,,2017
,,,Yes,Yes,Yes,,,,,,,2.0,"Yes, I observed",Maybe/Not sure,38.0,Female-ish,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,6-25,3.0,Maybe/Not sure,Maybe/Not sure,35.0,Male,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,45.0,Female,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,I don't know,1.0,I don't know,Very easy,Yes,Yes,100-500,4.0,No,"Yes, I experienced",35.0,Male,United Kingdom,,2017
1.0,Yes,No,No,,No,0.0,I don't know,I don't know,Maybe,Maybe,6-25,2.0,Maybe/Not sure,Maybe/Not sure,30.0,male,United States of America,White,2017
1.0,I don't know,No,No,,Yes,0.0,Yes,Very easy,Yes,Yes,100-500,3.0,"Yes, I observed","Yes, I observed",22.0,Female,United States of America,Asian,2017
,,,No,,Yes,,,,,,,3.0,No,No,33.0,Male,United States of America,White,2017
,,,Possibly,,I don't know,,,,,,,1.0,Maybe/Not sure,No,30.0,male,India,,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,Difficult,No,Maybe,100-500,3.0,No,No,41.0,Male,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,No,26-100,3.0,No,Maybe/Not sure,32.0,Male,United States of America,White,2017
1.0,Yes,Yes,No,,No,0.0,I don't know,Very easy,Yes,Maybe,100-500,4.0,No,No,48.0,Male,United States of America,White,2017
1.0,Yes,,No,,Yes,0.0,I don't know,Neither easy nor difficult,No,Maybe,26-100,2.0,"Yes, I observed",Maybe/Not sure,32.0,male,Germany,,2017
0.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,I don't know,No,Maybe,500-1000,2.0,No,No,30.0,Male,United States of America,White,2017
0.0,Yes,No,Yes,Yes,Yes,1.0,Yes,Difficult,Yes,Maybe,26-100,3.0,Maybe/Not sure,No,45.0,Female,United States of America,White,2017
,,,Yes,Yes,Yes,,,,,,,3.0,No,"Yes, I experienced",31.0,Female,United States of America,White,2017
1.0,No,No,Possibly,,No,0.0,I don't know,Difficult,No,Maybe,26-100,2.0,No,No,32.0,\-,United Kingdom,,2017
0.0,I don't know,No,Yes,Yes,I don't know,0.0,I don't know,I don't know,Yes,Yes,More than 1000,1.0,No,No,30.0,m,United States of America,White,2017
1.0,Yes,No,Yes,Yes,I don't know,0.0,I don't know,Somewhat easy,No,Maybe,6-25,2.0,Maybe/Not sure,No,32.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,No,Maybe,100-500,2.0,"Yes, I experienced","Yes, I observed",37.0,Female,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,2.0,"Yes, I observed",No,30.0,Male,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,31.0,trans woman,Netherlands,,2017
1.0,Yes,No,No,,No,0.0,Yes,Very easy,Yes,Yes,6-25,3.0,No,No,30.0,Male,United States of America,White,2017
1.0,No,,Possibly,,I don't know,0.0,No,Somewhat difficult,Maybe,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I observed",35.0,Female,United Kingdom,,2017
1.0,Yes,No,No,,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,2.0,No,"Yes, I experienced",37.0,Male,United States of America,White,2017
1.0,No,Yes,Possibly,,Yes,1.0,Yes,Neither easy nor difficult,Maybe,Yes,26-100,3.0,"Yes, I experienced","Yes, I experienced",26.0,Male,United Kingdom,,2017
1.0,Yes,Yes,Possibly,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,26-100,3.0,Maybe/Not sure,"Yes, I observed",50.0,male,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Maybe,No,6-25,2.0,Maybe/Not sure,Maybe/Not sure,32.0,m,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,Yes,Very easy,Yes,Yes,100-500,3.0,No,Maybe/Not sure,32.0,male,United States of America,White,2017
1.0,Not eligible for coverage / NA,,No,,No,0.0,No,Somewhat difficult,Maybe,Maybe,1-5,4.0,No,No,23.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,I don't know,No,Maybe,26-100,3.0,"Yes, I observed",Maybe/Not sure,40.0,f,United States of America,More than one of the above,2017
